,Unnamed: 0,Ticker,open,high,low,close,volume,Date
1971008,376,MMM,188.08,190.54,188.01,189.86,2226206,20170301
1971643,387,MMM,141.36,142.15,139.13,140.86,2363612,20160112
1972203,304,MMM,42.5,43.25,42.5,42.8125,4517000,19990429
1972749,337,MMM,63.475,63.985,63.1,63.77,2089400,20020522
1973312,338,MMM,69.8,70.82,69.795,70.1,4318000,20030731
1973910,369,MMM,78.35,79.01,78.23,78.35,2328100,20061218
1974512,362,MMM,78.64,78.9,77.64,78.63,2479500,20060106
1975117,370,MMM,75.8,76.26,75.67,75.99,3930100,20070315
1975733,375,MMM,86.87,87.055,84.39,85.93,7482788,20071023
1976295,320,MMM,44.78125,45.3125,44.4375,45.125,2003400,20000802
1976888,375,MMM,190.59,191.28,190.26,190.68,1692204,20170329
1977518,382,MMM,83.33,83.96,82.33,83.43,2362017,20100816
1978071,304,MMM,35.5,36.5,35.4375,36.375,2106800,19990401
1978648,367,MMM,181.61,182.18,180.14,180.47,2103818,20200110
1979183,297,MMM,43.75,43.875,42.75,43.40625,2643200,19980612
1979754,365,MMM,177.43,180.02,176.8,178.06,2267840,20210303
1980295,304,MMM,38.125,39.96875,38.03125,39.625,6618800,19990415
1980870,365,MMM,187.33,189.99,187.05,188.3,2585123,20210317
1981485,378,MMM,179.0,179.48,178.285,178.57,1594248,20161230
1982116,382,MMM,115.34,116.47,115.34,116.19,3093840,20130719
1982747,374,MMM,221.76,222.78,221.2,221.55,2161339,20171023
1983375,382,MMM,86.8,87.78,86.72,87.41,3638990,20100802
1983944,321,MMM,47.5,47.5,47.0,47.28125,1871000,20000816
1984532,370,MMM,76.38,76.38,75.44,76.09,4233215,20070329
1985141,369,MMM,207.77,209.66,207.15,209.35,1534158,20190222
1985682,300,MMM,38.125,38.125,36.90625,37.5625,2944600,19980821
1986274,383,MMM,78.53,79.09,77.88,78.9,4339806,20100625
1986861,340,MMM,70.5,70.795,69.965,70.075,6536400,20030902
1987407,316,MMM,42.4375,42.75,41.46875,41.75,2423400,20000619
1987978,353,MMM,80.74,80.75,80.05,80.24,2964100,20041123
1988594,382,MMM,119.79,120.0,119.06,119.23,2758726,20130916
1989191,340,MMM,69.34,70.4,69.325,70.4,3249000,20030916
1989789,368,MMM,169.98,172.32,169.93,170.93,1613987,20191114
1990406,378,MMM,77.55,78.29,77.43,78.02,2994456,20091116
1991023,369,MMM,199.22,199.85,197.9,199.82,1451833,20190208
1991648,383,MMM,93.59,93.75,92.62,93.22,2464598,20110408
1992288,391,MMM,160.31,160.86,159.59,160.16,2472003,20141121
1992923,377,MMM,73.86,74.94,73.35,74.28,3931753,20091102
1993554,382,MMM,92.97,94.42,92.93,93.76,3640779,20110420
1994121,318,MMM,43.25,43.9375,43.09375,43.3125,3072800,20000627
1994708,370,MMM,208.93,208.97,207.32,208.53,1879145,20190220
1995290,342,MMM,79.1,79.28,77.6,78.9,3753000,20040203
1995873,352,MMM,81.63,81.85,80.81,81.19,2108300,20041109
1996432,326,MMM,57.26,57.55,56.075,56.25,4346000,20010420
1996994,343,MMM,80.4,80.72,79.75,80.32,2695200,20040217
1997602,377,MMM,46.84,47.93,46.44,47.25,8729783,20090220
1998238,387,MMM,128.22,128.59,123.61,123.9,4245704,20140203
1998788,297,MMM,46.3125,46.3125,43.84375,44.1875,3020000,19980610
1999359,365,MMM,175.7,177.5,175.7,176.41,1840081,20210301
1999933,338,MMM,62.8,63.6,62.775,63.09,3936000,20020508
2000479,321,MMM,48.125,48.125,46.90625,47.84375,2292200,20000814
2001065,369,MMM,78.16,78.36,77.5,78.03,1963600,20061226
2001684,380,MMM,87.12,87.88,86.3,87.56,2710516,20120508
2002301,365,MMM,176.76,177.46,175.11,176.42,4682043,20201218
2002835,295,MMM,45.75,46.53125,45.5625,46.5,1248600,19980604
2003405,365,MMM,186.03,189.63,185.71,189.48,3300362,20210315
2004009,367,MMM,177.15,178.71,176.35,178.62,1997981,20200106
2004634,387,MMM,148.05,148.32,145.4,146.82,3277188,20160104
2005265,375,MMM,190.82,192.36,190.35,192.36,4228102,20170317
2005888,375,MMM,215.96,217.21,215.69,216.68,1054620,20171009
2006499,365,MMM,173.88,174.92,173.38,174.11,1419086,20201230
2007100,363,MMM,79.0,79.01,78.08,78.53,1919900,20060110
2007653,319,MMM,48.0,48.71875,47.5625,47.5625,1608000,20000828
2008234,363,MMM,79.49,79.49,78.25,78.71,2558000,20060104
2008806,337,MMM,64.91,64.91,63.89,64.12,2666600,20020520
2009406,375,MMM,94.87,96.0,94.85,95.62,3459100,20071009
2010013,365,MMM,174.42,174.7923,173.42,174.52,656184,20201224
2010616,365,MMM,193.62,196.72,193.51,195.74,2601919,20210329
2011229,376,MMM,189.85,190.24,188.54,189.31,1627706,20170303
2011813,336,MMM,63.575,63.575,61.85,61.95,3480400,20020911
2012401,362,MMM,78.35,79.2,78.23,78.48,2928400,20051130
2013006,371,MMM,197.52,200.88,197.16,198.37,2168809,20181113
2013562,315,MMM,44.8125,45.9375,44.5625,45.21875,1665200,20000419
2014153,373,MMM,80.25,80.86,79.56,79.85,3493585,20080219
2014775,379,MMM,91.92,91.99,91.11,91.75,2985428,20120905
2015403,375,MMM,62.92,64.83,62.34,64.83,6133987,20081107
2016039,388,MMM,157.37,158.34,156.89,157.75,2100625,20151124
2016674,379,MMM,90.73,91.59,90.65,91.17,2403421,20120911
2017315,388,MMM,158.1,158.47,156.57,156.58,2934244,20151130
2017946,375,MMM,59.23,64.87,57.91,64.43,11086603,20081113
2018578,383,MMM,83.61,84.13,83.14,83.9,3554163,20100419
2019163,338,MMM,59.5,60.685,59.21,60.365,4726000,20020905
2019759,371,MMM,197.19,201.4,195.41,201.29,2444705,20181107
2020315,315,MMM,48.0625,48.15625,44.25,46.90625,9044200,20000425
2020922,389,MMM,166.23,167.68,165.56,166.07,1826929,20150206
2021551,373,MMM,79.56,81.04,79.09,81.0,2936537,20080225
2022175,381,MMM,93.33,93.92,92.72,92.8,2676777,20110622
2022809,388,MMM,156.18,157.5,156.08,157.39,2226895,20151118
2023374,309,MMM,49.625,49.9375,48.9375,49.25,1814800,19990826
2023975,389,MMM,164.93,165.95,164.85,165.91,1615661,20150212
2024594,362,MMM,78.75,78.75,77.65,78.16,3700000,20051118
2025157,329,MMM,58.425,58.99,58.25,58.39,2918400,20010622
2025716,339,MMM,62.6,62.73,61.955,61.99,3639200,20030519
2026312,366,MMM,78.99,79.25,78.54,78.94,1193400,20061030
2026929,378,MMM,172.65,173.4355,170.9,171.27,2668523,20161024
2027559,380,MMM,83.44,84.22,81.24,82.75,8454618,20110805
2028175,367,MMM,149.02,153.38,144.882,153.3,5651741,20200310
2028717,306,MMM,42.75,44.09375,41.625,44.09375,3215200,19990601
2029295,368,MMM,147.02,154.0,145.99,153.98,5773845,20200304
2029839,307,MMM,44.90625,45.125,44.59375,44.90625,1496000,19990615
2030341,291,MMM,46.125,46.1875,45.875,45.90625,1551400,19980406
2030926,380,MMM,78.69,82.36,78.29,81.22,7142235,20110811
2031540,366,MMM,79.95,80.58,79.7,79.89,3108000,20061024
2032150,370,MMM,78.54,79.2,78.25,78.96,3420300,20070129
2032767,378,MMM,171.68,171.91,169.84,169.95,1185565,20161018
2033398,381,MMM,110.79,112.211,110.27,110.27,3209475,20130531
2033962,308,MMM,43.5,43.8125,43.0,43.53125,2187400,19990629
2034539,365,MMM,167.68,168.09,164.39,166.16,3338767,20201026
2035115,338,MMM,54.895,56.575,54.1,54.5,12608600,20020722
2035708,366,MMM,76.0,76.24,75.2,75.53,2566500,20061018
2036313,365,MMM,72.46,72.8,71.54,71.95,3587200,20060306
2036937,389,MMM,157.69,158.36,156.18,158.33,3387920,20150428
2037575,382,MMM,84.57,85.29,83.42,83.98,4468860,20101101
2038199,375,MMM,58.89,59.95,58.84,59.31,3194453,20090618
2038823,375,MMM,211.77,212.6,208.31,210.51,2987210,20170920
2039390,322,MMM,47.03125,48.34375,47.03125,47.6875,2950600,20001115
2039980,371,MMM,167.85,172.2666,167.57,171.86,3623040,20190618
2040577,357,MMM,75.9,76.02,75.11,75.23,3213400,20050428
2041133,322,MMM,48.125,48.96875,47.40625,47.5625,2673200,20001101
2041729,376,MMM,91.23,92.3,91.1,91.44,3315738,20070920
2042352,381,MMM,86.69,86.78,86.14,86.2,3131245,20101115
2042989,388,MMM,165.32,166.48,164.17,165.99,1915188,20150414
2043620,375,MMM,57.46,58.55,57.16,57.48,4447603,20090624
2044250,381,MMM,80.41,81.09,79.67,79.71,3983251,20100223
2044820,322,MMM,49.5625,50.0625,49.53125,50.0625,2641200,20001129
2045415,375,MMM,218.02,218.73,214.75,215.88,2520707,20180423
2046005,345,MMM,84.86,85.5,84.65,85.18,2443100,20040607
2046607,372,MMM,173.35,174.34,173.34,173.38,2711904,20190624
2047204,357,MMM,83.9,83.93,82.16,82.38,3206600,20050414
2047750,312,MMM,45.6875,46.96875,45.40625,46.15625,4460800,20000223
2048349,382,MMM,83.7,84.38,83.0,84.22,3589925,20101129
2048971,374,MMM,81.52,81.68,80.43,80.63,3623827,20080423
2049592,375,MMM,59.94,60.31,59.59,60.1,6597178,20090630
2050227,386,MMM,143.19,143.75,142.83,143.36,1376210,20140613
2050858,374,MMM,204.35,206.12,203.16,205.69,1473989,20170908
2051480,376,MMM,71.8,72.5,71.25,72.14,5571388,20090803
2052117,388,MMM,143.86,144.82,143.5,144.6,2298805,20140820
2052755,380,MMM,93.72,94.0,92.52,93.12,4064892,20121212
2053391,382,MMM,119.69,119.82,118.8,119.62,1856327,20131001
2053983,337,MMM,52.225,53.995,51.775,53.4,8667600,20020118
2054548,341,MMM,74.75,74.76,73.52,73.7,2771500,20031015
2055116,338,MMM,62.475,63.29,62.275,63.05,3184200,20021206
2055696,351,MMM,79.6,80.45,79.55,80.27,1785100,20040820
2056269,340,MMM,69.94,70.95,69.8,70.9,4448900,20031001
2056837,338,MMM,62.65,62.65,61.76,61.825,3134200,20021212
2057448,382,MMM,84.14,85.12,84.02,85.07,3721024,20120118
2058075,376,MMM,70.49,70.98,69.53,70.08,4420864,20090817
2058702,379,MMM,90.8,91.09,90.31,90.95,2027626,20121206
2059338,382,MMM,121.28,121.38,119.79,119.82,2720720,20131015
2059975,381,MMM,86.5,87.59,86.42,87.34,3148316,20120130
2060599,373,MMM,208.5,210.15,208.045,209.59,1531004,20170707
2061184,337,MMM,53.65,55.05,53.65,54.73,4580200,20020124
2061748,341,MMM,77.25,77.84,76.7,77.57,2411300,20031029
2062354,376,MMM,89.58,90.24,89.4,90.22,3609800,20070713
2062933,337,MMM,53.95,55.125,52.75,54.935,7653800,20020130
2063539,381,MMM,85.26,85.94,84.63,85.93,3895556,20120124
2064179,388,MMM,139.3,140.885,138.89,140.85,2702551,20140808
2064810,373,MMM,211.2,212.0,210.18,211.09,1138838,20170713
2065441,382,MMM,125.08,125.48,124.62,125.28,1986724,20131029
2066061,365,MMM,73.18,73.8,72.63,73.7,4228000,20060925
2066680,381,MMM,80.31,81.16,79.65,80.32,4646259,20111110
2067303,374,MMM,75.32,76.07,74.75,75.82,4402372,20080609
2067930,381,MMM,78.97,79.54,78.12,79.3,3771861,20111104
2068505,326,MMM,55.5,55.95,55.035,55.675,3368000,20010226
2069090,365,MMM,74.78,75.37,72.96,73.25,2620900,20060919
2069704,376,MMM,197.84,197.84,194.59,195.52,2420380,20180621
2070304,357,MMM,77.01,77.12,76.34,76.57,2219200,20050602
2070928,390,MMM,155.49,157.04,155.37,156.49,1729688,20150616
2071562,378,MMM,176.05,177.95,176.05,176.72,1754929,20160919
2072198,386,MMM,133.37,133.84,132.39,132.39,2368364,20140411
2072842,390,MMM,158.28,159.88,157.95,159.08,2481192,20150602
2073455,357,MMM,76.13,76.98,75.75,76.67,2295700,20050616
2074060,371,MMM,190.53,192.25,189.36,191.67,4491273,20190426
2074643,343,MMM,81.9,82.77,81.82,82.75,2237300,20040405
2075212,338,MMM,57.51,58.09,56.405,57.25,6564800,20021004
2075781,341,MMM,82.99,83.51,82.52,83.46,2022300,20031217
2076372,360,MMM,71.53,71.54,71.05,71.3,2167600,20050825
2076944,339,MMM,63.0,63.9,62.78,63.845,3804000,20030109
2077550,376,MMM,207.45,207.46,205.235,206.7,1064190,20180806
2078177,385,MMM,126.06,127.39,125.15100000000001,126.6,7865043,20131203
2078813,380,MMM,93.95,94.0,93.15,93.28,2561589,20121010
2079442,375,MMM,74.54,74.54,73.38,73.6,4091085,20080812
2080076,387,MMM,143.0,143.83,142.02,142.14,2514923,20150831
2080699,366,MMM,198.64,204.035,198.39,203.41,1684637,20210513
2081236,302,MMM,37.9375,38.75,37.625,38.4375,1651000,19990211
2081812,366,MMM,202.31,203.87,201.24,203.07,1843826,20210507
2082349,302,MMM,38.375,39.75,38.15625,39.09375,2721400,19990205
2082925,366,MMM,154.8,159.23,153.9205,158.54,3198942,20200714
2083550,387,MMM,130.42,131.62,129.98,131.39,6212275,20131217
2084183,380,MMM,94.05,94.53,93.66,94.43,2531459,20121004
2084818,381,MMM,95.87,96.74,95.71,96.41,2359647,20130109
2085458,387,MMM,141.86,142.06,137.39,137.64,5435890,20150825
2086090,374,MMM,71.75,72.08,70.84,71.81,3928941,20080806
2086675,338,MMM,56.165,58.495,55.925,58.275,7862200,20021010
2087243,341,MMM,80.85,81.64,80.76,80.99,2901400,20031203
2087834,360,MMM,70.86,71.24,70.51,71.15,2845000,20050831
2088440,372,MMM,84.78,85.85,84.78,85.55,4106200,20070511
2089040,360,MMM,72.16,72.9,71.93,72.07,2924100,20050819
2089612,338,MMM,57.775,58.645,57.775,58.325,2819800,20020326
2090210,374,MMM,199.67,199.9,198.98,199.4,1688558,20170505
2090832,374,MMM,196.04,196.94,195.26,196.75,1704992,20170511
2091460,380,MMM,88.92,89.35,88.6,89.12,2572414,20120326
2092099,387,MMM,146.2,147.55,145.28,145.87,2525741,20150819
2092723,366,MMM,155.47,157.48,153.8,155.33,7738796,20200728
2093300,339,MMM,63.45,63.615,62.63,62.82,4441400,20030121
2093896,366,MMM,156.5,157.53,154.92,156.25,3322894,20200729
2094445,311,MMM,48.03125,48.03125,47.71875,47.75,818400,19991126
2095048,387,MMM,148.63,148.92,147.88,148.31,1706387,20150818
2095686,380,MMM,89.38,89.42,88.93,89.14,2308363,20120327
2096312,374,MMM,197.37,197.59,196.53,196.64,2248260,20170510
2096923,363,MMM,71.2,71.49,70.17,70.66,5183900,20060717
2097530,372,MMM,83.9,84.35,83.69,84.21,2936074,20070504
2098108,337,MMM,58.425,58.965,58.17,58.48,2440800,20020327
2098692,360,MMM,71.89,71.99,71.28,71.92,3032700,20050818
2099288,363,MMM,81.15,81.23,80.79,81.12,654600,20060703
2099896,372,MMM,85.0,85.36,84.38,84.65,3181300,20070510
2100510,374,MMM,198.3,199.54,197.76,199.51,2321297,20170504
2101145,387,MMM,137.12,142.09,134.0,138.58,7359480,20150824
2101784,381,MMM,95.17,95.75,95.1,95.5,2656862,20130108
2102413,375,MMM,71.33,72.04,70.65,71.18,4324180,20080807
2103040,380,MMM,94.74,95.195,94.45,94.96,3663528,20121005
2103681,387,MMM,126.77,128.77,126.47,127.66,2805302,20131216
2104301,366,MMM,159.98,161.375,159.25,159.33,3472254,20200715
2104842,303,MMM,37.375,38.96875,36.96875,38.25,3008800,19990204
2105418,366,MMM,201.28,202.51,200.4601,202.41,1840761,20210506
2106029,376,MMM,202.02,202.79,199.5,199.84,1587360,20180813
2106631,360,MMM,71.08,71.35,70.66,70.98,2386200,20050830
2107206,341,MMM,81.38,81.49,80.78,80.95,2658800,20031202
2107775,338,MMM,58.8,60.3,58.8,60.3,7082800,20021011
2108342,339,MMM,63.4,63.4,62.58,62.85,4605600,20030108
2108932,360,MMM,70.73,71.62,70.44,71.32,3735600,20050824
2109542,376,MMM,208.01,209.61,207.37,208.57,1314601,20180807
2110126,341,MMM,82.0,83.13,82.0,82.98,2464600,20031216
2110723,366,MMM,156.34,157.8,155.31,155.43,1625728,20200701
2111264,303,MMM,37.84375,38.3125,37.5,37.6875,1552600,19990210
2111840,366,MMM,203.59,203.7,198.77,198.87,2230600,20210512
2112450,375,MMM,73.49,73.94,72.2,72.96,3847540,20080813
2113077,380,MMM,93.86,93.87,92.78,92.83,2429144,20121011
2113716,385,MMM,131.67,132.0,127.39,127.68,6901333,20131202
2114347,375,MMM,74.0,74.0001,72.62,73.02,7367730,20080620
2114983,390,MMM,159.61,160.5,158.98,160.16,2074495,20150603
2115625,386,MMM,135.73,136.43,133.9,133.97,2857305,20140410
2116234,356,MMM,77.67,78.55,76.85,76.92,3939400,20050617
2116844,376,MMM,199.34,200.0,197.26,198.08,2348279,20180620
2117444,357,MMM,76.59,76.85,75.75,76.0,2305500,20050603
2118043,365,MMM,74.14,74.4,73.5,73.89,2478000,20060918
2118607,326,MMM,56.15,56.74,55.35,56.5,3815800,20010227
2119218,391,MMM,156.6,157.59,155.75,156.95,1839387,20150617
2119850,376,MMM,56.45,58.13,56.38,57.35,7436375,20090427
2120485,387,MMM,136.9,137.77,135.77,135.86,2735319,20140404
2121114,376,MMM,204.98,206.75,204.41,206.59,2170219,20180608
2121691,333,MMM,54.95,55.59,54.85,55.25,3513400,20011105
2122293,381,MMM,81.3,82.66,81.3,82.29,3645711,20111111
2122919,377,MMM,176.58,177.15,176.09,176.23,2419430,20160930
2123546,376,MMM,87.95,88.81,87.56,88.11,2009300,20070706
2124153,365,MMM,86.7,87.21,86.07,87.12,2597500,20060515
2124725,337,MMM,54.935,56.48,54.825,55.5,4525600,20020131
2125330,382,MMM,124.13,125.32,123.8,124.92,2360803,20131028
2125960,374,MMM,210.91,212.78,210.27,211.3,1447890,20170712
2126589,381,MMM,85.3,86.66,85.0,86.48,4411987,20120125
2127144,303,MMM,41.96875,42.53125,41.4375,42.53125,2844400,19981123
2127726,373,MMM,209.05,209.72,207.89,208.02,1189853,20170706
2128355,381,MMM,87.88,87.88,85.79,86.71,3552184,20120131
2128987,381,MMM,105.1,106.485,105.1,106.42,2409704,20130322
2129619,376,MMM,87.67,89.96,87.6,89.93,4196200,20070712
2130202,341,MMM,76.23,77.35,75.9,77.25,3359900,20031028
2130797,365,MMM,85.51,85.73,84.84,84.97,2848100,20060501
2131370,337,MMM,54.65,56.265,54.35,55.615,5438000,20020125
2131941,348,MMM,79.8,80.67,79.36,79.45,2556600,20040809
2132512,339,MMM,61.635,61.64,60.76,60.885,3490800,20021213
2133115,370,MMM,172.86,172.92,169.81,170.55,2423102,20190802
2133736,382,MMM,120.26,121.7,120.0,121.4,1866804,20131014
2134371,380,MMM,91.24,91.67,90.68,91.51,2476371,20121207
2135008,382,MMM,85.1,86.23,84.92,85.8,3413676,20120119
2135639,380,MMM,92.95,93.45,92.16,92.5,2621381,20121213
2136282,388,MMM,144.78,144.99,144.35,144.5,1475752,20140821
2136881,341,MMM,74.33,74.67,73.73,74.67,2112200,20031014
2137480,369,MMM,157.84,161.91,157.45,161.5,3481777,20190816
2138032,313,MMM,43.875,45.21875,43.25,45.0625,2884600,20000222
2138607,357,MMM,82.39,82.48,80.51,80.86,4636300,20050415
2139212,371,MMM,173.25,173.39,171.275,172.03,2733265,20190625
2139838,386,MMM,144.95,144.95,142.78,143.07,1839500,20140612
2140482,388,MMM,164.29,164.54,161.9,162.52,2148057,20150401
2141111,373,MMM,82.15,82.2,80.53,81.18,2724346,20080422
2141739,382,MMM,81.71,81.76,80.55,80.68,3025376,20100222
2142373,386,MMM,143.99,144.64,143.53,144.64,1769660,20140606
2143005,375,MMM,57.35,59.06,57.1,58.9,3807829,20090625
2143642,388,MMM,166.72,167.34,165.86,166.44,1995871,20150415
2144254,356,MMM,86.0,86.21,85.07,85.12,2293700,20050401
2144810,322,MMM,49.25,50.625,49.0625,49.4375,3735800,20001128
2145406,376,MMM,92.5,92.5,91.24,91.68,4976500,20070921
2146005,357,MMM,75.71,76.6,74.95,76.47,2955800,20050429
2146610,371,MMM,171.88,172.81,170.54,170.75,2777447,20190619
2147225,375,MMM,210.9,211.62,210.24,210.44,1382444,20170921
2147845,375,MMM,59.48,60.19,58.93,59.37,5868096,20090619
2148483,389,MMM,157.42,157.93,156.18,156.97,3078628,20150429
2149061,322,MMM,47.03125,47.71875,46.375,47.5,2655000,20001114
2149645,365,MMM,164.5,164.98,160.65,161.03,3894419,20201027
2150190,307,MMM,44.0625,44.3125,43.46875,43.5,1447600,19990628
2150783,381,MMM,109.86,110.49,109.49,110.27,2228321,20130524
2151403,364,MMM,71.8,72.34,71.6,72.27,2954800,20060307
2151978,339,MMM,62.0,63.255,61.955,63.235,5376000,20030530
2152573,366,MMM,75.53,76.47,75.53,76.4,2779300,20061019
2153151,338,MMM,55.5,56.875,55.025,55.88,10135000,20020723
2153743,365,MMM,72.5,72.52,71.88,72.09,1997600,20060313
2154362,384,MMM,159.98,160.57,158.1701,160.57,2012810,20160307
2154996,380,MMM,88.44,89.56,87.78,89.36,2434748,20120723
2155630,381,MMM,111.34,112.0,111.01100000000001,111.42,2599268,20130530
2156264,378,MMM,170.8,170.94,169.66,169.91,1164213,20161019
2156894,380,MMM,81.0,81.22,78.01,78.23,9377395,20110810
2157518,376,MMM,235.36,236.08,234.28,234.73,1280557,20171222
2158142,378,MMM,166.46,166.54,165.18,165.3,2289132,20161031
2158684,292,MMM,45.9375,46.34375,45.71875,46.25,2101600,19980407
2159195,306,MMM,43.09375,44.875,43.09375,44.625,1516200,19990614
2159772,367,MMM,150.8,154.35,149.5475,151.41,5887040,20200305
2160374,366,MMM,79.75,79.95,78.82,79.46,2297600,20061025
2160945,332,MMM,53.875,54.99,53.66,54.925,3292200,20010810
2161533,366,MMM,78.99,79.6,78.11,78.84,2677300,20061031
2162064,292,MMM,47.125,47.375,46.5625,47.375,1939000,19980413
2162637,368,MMM,149.73,149.73,146.47,147.24,4753737,20200311
2163254,380,MMM,85.07,85.07,82.11,82.23,9061689,20110804
2163880,378,MMM,169.47,169.89,165.11,166.23,3826166,20161025
2164519,389,MMM,165.9,166.62,165.33,165.94,1792069,20150213
2165131,355,MMM,84.05,84.5,83.76,83.88,1715200,20050207
2165679,314,MMM,45.625,48.8125,45.625,48.6875,3558200,20000424
2166205,309,MMM,49.25,50.0,48.5,48.84375,1745200,19990827
2166806,388,MMM,157.63,158.51,156.71,158.38,1518174,20151119
2167445,383,MMM,88.7,89.7,88.4,88.67,5262081,20100430
2168073,381,MMM,92.04,92.42,90.73,92.34,3804334,20110623
2168695,375,MMM,61.18,61.93,59.24,59.44,8203819,20081112
2169323,379,MMM,92.27,92.31,90.61,90.67,6356086,20120910
2169948,371,MMM,193.27,195.5,193.0,195.3,1900381,20181106
2170550,361,MMM,78.07,78.35,77.75,78.32,1165000,20051125
2171121,338,MMM,60.05,60.7,59.155,60.325,5602200,20020904
2171662,315,MMM,45.0625,45.0625,44.0,44.9375,2419200,20000418
2172250,371,MMM,200.57,200.77,196.5,197.04,2770021,20181112
2172829,338,MMM,62.03,62.625,61.62,62.595,3130000,20020910
2173430,375,MMM,64.04,65.47,62.07,62.36,7842865,20081106
2174065,388,MMM,158.06,158.47,157.63,157.63,1184162,20151125
2174700,379,MMM,92.03,92.33,91.1,91.68,2532261,20120904
2175328,375,MMM,95.75,95.95,95.01,95.41,2216800,20071008
2175908,338,MMM,64.15,64.595,63.325,63.49,2843400,20020521
2176496,363,MMM,78.41,78.65,77.56,77.99,2529500,20060105
2177050,320,MMM,47.6875,47.8125,47.3125,47.3125,1900600,20000829
2177639,370,MMM,76.23,76.26,75.15,75.28,5056000,20070316
2178261,382,MMM,116.17,116.93,115.34,116.91,2332171,20130726
2178894,376,MMM,189.46,190.1,189.03,189.89,1763962,20170302
2179529,387,MMM,140.97,141.43,139.41,140.46,2775527,20160111
2180150,365,MMM,174.12,174.87,173.18,174.79,1841338,20201231
2180770,381,MMM,83.88,84.63,83.75,84.46,2450333,20120521
2181398,375,MMM,191.06,191.64,189.6379,190.31,1937139,20170316
2182033,387,MMM,146.82,147.5,145.61,147.46,2688082,20160105
2182652,363,MMM,78.44,78.66,77.84,78.37,1909900,20060111
2183257,370,MMM,73.25,73.79,73.0,73.01,5008800,20070302
2183868,370,MMM,78.33,78.68,78.14,78.47,1750400,20061227
2184429,321,MMM,47.90625,47.9375,47.125,47.4375,1630800,20000815
2185011,366,MMM,178.28,178.51,176.82,177.9,2176615,20200107
2185552,304,MMM,40.25,40.25,39.5,39.96875,4517800,19990416
2186059,297,MMM,46.5,46.875,46.375,46.8125,945800,19980605
2186645,380,MMM,86.635,87.835,85.98,87.27,3193230,20120509
2187272,374,MMM,219.95,221.32,219.19,221.32,1647816,20171020
2187896,378,MMM,178.66,179.2,178.57,178.92,651007,20161227
2188512,367,MMM,180.94,182.23,180.36,180.92,2091209,20200113
2189047,297,MMM,44.34375,44.71875,43.8125,43.96875,4191800,19980611
2189590,338,MMM,62.965,63.615,62.885,63.15,3004200,20020509
2190133,319,MMM,45.25,45.59375,44.625,44.6875,2711400,20000801
2190690,340,MMM,71.6,71.605,70.0,70.27,17487400,20030929
2191272,352,MMM,81.4,81.79,80.83,81.38,2969000,20041108
2191887,382,MMM,94.09,94.43,93.655,93.92,2931209,20110421
2192506,370,MMM,208.16,209.11,207.25,207.77,1737687,20190221
2193089,342,MMM,78.89,79.6,77.57,78.0,3959200,20040202
2193637,317,MMM,42.1875,42.96875,42.15625,42.75,2224800,20000626
2194193,339,MMM,69.275,69.555,68.73,69.215,3579400,20030915
2194813,391,MMM,158.19,159.55,157.84,159.36,1748983,20141120
2195448,377,MMM,74.01,74.63,73.64,74.06,3483141,20091103
2196073,376,MMM,52.46,54.66,52.3,54.11,7147200,20090209
2196700,378,MMM,77.89,78.79,77.89,78.78,3094510,20091117
2197274,326,MMM,51.9,52.6,51.53,52.29,3954400,20010409
2197810,316,MMM,43.15625,43.875,42.46875,43.03125,2798200,20000622
2198380,353,MMM,82.0,82.54,82.0,82.37,2186000,20041118
2198956,343,MMM,79.0,80.1,79.0,79.81,2718700,20040206
2199557,370,MMM,210.47,211.35,210.34,210.58,2183547,20190225
2200180,382,MMM,93.91,94.32,93.27,94.12,2187675,20110425
2200815,387,MMM,130.34,131.0,130.01,130.44,2100646,20140212
2201460,391,MMM,158.88,160.46,158.85,160.15,2312206,20141118
2202102,384,MMM,81.71,81.87,79.88,80.03,3117437,20100622
2202736,387,MMM,127.6,129.2,127.1,128.9,3828431,20140206
2203367,377,MMM,47.05,47.45,46.03,46.61,8567365,20090225
2203916,300,MMM,37.46875,37.625,36.875,37.0625,1405200,19980826
2204451,326,MMM,58.055,58.7,57.28,58.515,3360200,20010425
2205014,343,MMM,81.4,81.41,80.87,80.98,2058700,20040212
2205613,368,MMM,175.73,176.71,173.79,174.52,3358790,20191107
2206205,353,MMM,80.17,80.48,80.05,80.25,2616000,20041124
2206809,370,MMM,207.91,209.15,207.39,208.41,1534457,20190219
2207390,340,MMM,69.725,69.85,68.82,69.34,5267000,20030905
2208002,382,MMM,91.65,92.03,91.47,91.86,2435097,20110419
2208629,378,MMM,77.22,77.8825,76.72,77.32,2424598,20091113
2209259,382,MMM,117.63,118.71,117.59,118.71,1890470,20130911
2209906,391,MMM,160.16,160.56,159.41,159.88,2358208,20141124
2210547,383,MMM,114.35,115.12,114.03,114.87,1954308,20130905
2211181,377,MMM,46.58,48.04,46.58,47.07,5554780,20090219
2211756,326,MMM,57.875,58.25,57.015,58.25,3849400,20010419
2212329,353,MMM,80.0,80.51,79.45,79.59,4306700,20041130
2212929,367,MMM,170.11,171.39,169.58,170.55,1830861,20191113
2213508,340,MMM,68.335,69.815,68.335,69.445,4233800,20030911
2214108,370,MMM,73.62,73.69,73.0,73.47,4308500,20070306
2214687,338,MMM,62.8,63.5,62.715,62.715,2961400,20020531
